# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
7.26524e+07 9.86247e-11 1.30564e-13 520578 0.120375
7.26367e+07 9.96232e-11 1.31995e-13 525621 0.121561
7.26209e+07 1.00632e-10 1.33438e-13 530711 0.122758
7.26052e+07 1.0165e-10 1.34896e-13 535849 0.123964
7.25894e+07 1.02679e-10 1.36368e-13 541036 0.12518
7.25736e+07 1.03717e-10 1.37853e-13 546272 0.126407
7.25578e+07 1.04766e-10 1.39353e-13 551557 0.127643
7.2542e+07 1.05826e-10 1.40867e-13 556892 0.128889
7.25262e+07 1.06896e-10 1.42395e-13 562277 0.130145
7.25104e+07 1.07977e-10 1.43937e-13 567714 0.131412
7.24945e+07 1.09068e-10 1.45494e-13 573202 0.132688
7.24787e+07 1.1017e-10 1.47066e-13 578742 0.133975
7.24628e+07 1.11284e-10 1.48652e-13 584334 0.135272
7.24469e+07 1.12408e-10 1.50253e-13 589980 0.136579
7.24311e+07 1.13543e-10 1.51869e-13 595679 0.137896
7.24152e+07 1.1469e-10 1.535e-13 601432 0.139225
7.23993e+07 1.15849e-10 1.55146e-13 607239 0.140563
7.23834e+07 1.17019e-10 1.56808e-13 613102 0.141913
7.23674e+07 1.182e-10 1.58486e-13 619020 0.143274
7.23515e+07 1.19394e-10 1.60179e-13 624995 0.144645
7.23356e+07 1.20599e-10 1.61888e-13 631027 0.146028
7.23196e+07 1.21816e-10 1.63614e-13 637116 0.147421
7.23037e+07 1.23046e-10 1.65356e-13 643262 0.148826
7.22877e+07 1.24288e-10 1.67114e-13 649468 0.150243
7.22717e+07 1.25542e-10 1.68888e-13 655732 0.151671
7.22557e+07 1.26809e-10 1.7068e-13 662056 0.15311
7.22397e+07 1.28089e-10 1.72488e-13 668441 0.154561
7.22237e+07 1.29381e-10 1.74314e-13 674886 0.156024
7.22077e+07 1.30687e-10 1.76157e-13 681393 0.157498
7.21916e+07 1.32005e-10 1.78018e-13 687962 0.158985
7.21756e+07 1.33337e-10 1.79896e-13 694594 0.160484
7.21595e+07 1.34682e-10 1.81791e-13 701289 0.161995
7.21435e+07 1.36041e-10 1.83705e-13 708049 0.163518
